uni_code,prog_code,course_name,2016_cut_off,2015_cut_off,2014_cut_off,cluster
KSU,1087880,Bachelor of Education (Early Childhood Development),,23,25,3
MMU,1165109,Bachelor of Science (Mathematics),,33.103,35.341,11
MMU,1165115,Bachelor of Science (Computer Science),,36.228,38.704,11
MMU,1165133,Bachelor of Commerce,,32.97,,7
MMU,1165135,Bachelor of Education (Arts),,32.689,34.723,3
MMU,1165136,Bachelor of Arts (Criminology and Penology),,34.69,34.02,3
MMU,1165137,Bachelor of Education (Science),,31.979,36.312,13
MMU,1165143,Bachelor of Science (Wildlife Management),,23,25,20
MMU,1165144,Bachelor of Arts (Social Work),,23,25,3
MMU,1165146,Bachelor of Science in Economics,,31.707,,7
MMU,1165150,Bachelor of Science (Information Science),,31.91,29.512,11
MMU,1165156,Bachelor of Education (Arts) With Special Needs Education,,31.185,33.611,5
MMU,1165157,Bachelor of Tourism Management,,30.954,32.163,2
MMU,1165164,Bachelor of Science (Applied Statistics With Computing),,37.229,35.981,7
MMU,1165171,Bachelor of Arts (Community Development),,23,25,3
MMU,1165182,Bachelor of Communication & Journalism,,34.312,35.861,3
MMU,1165189,Bachelor of Science (Human Resource Management),,34.714,35.01,3
MMU,1165215,Bachelor of Science (Agricultural Economics & Resource Management),,31.072,30.252,12
MMU,1165222,Bachelor of Hotels and Hospitality Management,,32.792,32.133,2
MMU,1165257,Bachelor of Agribusiness Management,,28.068,,12
MMU,1165292,Bachelor of Arts (Geography),,27.643,28.944,21
MMU,1165294,Bachelor of Science (Animal Health & Production),,28.054,,20
MMU,1165298,Bachelor of Science in Entrepreneurship,,30.988,,3
MMU,1165326,Bachelor of Education (Arts) With Guidance and Counselling,,32.553,33.688,5
MMU,1165328,Bachelor of Science (Project Planning and Management),,32.032,,3
MMU,1165332,Bachelor of Education (Science) With Special Needs Education,,27.832,,13
MMU,1165333,Bachelor of Education (Science) With Guidance and Counseling,,29.198,,13
MMU,1165334,Bachelor of Science in Financial Economics,,30.695,,7
MMU,1165335,Bachelor of Science Econometrics and Statistics,,31.925,,7
MMU,1165338,Bachelor of Environmental Studies (Biology and Health),,23,,20
MMU,1165339,Bachelor of Environmental Studies (Earth Sciences),,23,,20
MMU,1165340,Bachelor of Urban and Regional Planning,,30.521,,14
MMU,1165341,"Bachelor of Science in Parks, Recreation and Leisure Management",,23,,16
MMU,1165365,Bachelor of Science (Physics),,27.532,29.176,9
MMU,1165389,Bachelor of Science in Forestry Ecosystem Management,,23,,20
MMU,1165390,Bachelor of Arts in Kiswahili and Media Studies,,23,,6
MMU,1165391,Bachelor of Arts in Religion,,23,,3
MMU,1165392,Bachelor of Arts in Philosophy,,23,,3
MMU,1165393,Bachelor of Arts in Language and Communication,,23,,3
MMU,1165394,"Bachelor of Arts in Literature, Theatre and Film",,23,,3
MMU,1165451,Bachelor of Communication & Public Relations,,32.557,35.231,3
MMU,1165462,Bachelor of Science (Botany),,23,25,20
MMU,1165464,Bachelor of Science (Zoology),,23,25,18
MMU,1165513,Bachelor of Science (Chemistry),,30.434,27.986,9
MMU,1165522,Bachelor of Arts (History),,28.948,28.858,19
MMU,1165550,Bachelor of Arts (Political Science & Public Administration),,31.885,30.915,3
MMU,1165680,Bachelor of Education (Early Childhood Development Education),,23,25,3
MMU,1165806,Bachelor of Arts (Sociology),,23,25,3
MMU,1165886,Bachelor of Science (Environmental Management),,23,,20
MUST,1240107,Bachelor of Science (Actuarial Science),,38.9,32.275,7
MUST,1240115,Bachelor of Science in Computer Science,,29.429,38.299,11
MUST,1240120,Bachelor of Science (Science),,23,27.225,13
MUST,1240122,Bachelor of Science (Agriculture),,29.847,29.813,20
MUST,1240124,Bachelor of Science (Food Science and Technology),,32.638,34.697,20
MUST,1240132,Bachelor of Science (Nursing),,39.949,,18
MUST,1240133,Bachelor of Commerce (B.Com),,34.236,38.086,7
MUST,1240137,Bachelor of Education (Science),,26.04,36.098,13
MUST,1240146,Bachelor of Science in Economics,,36.553,37.606,7
MUST,1240150,Bachelor of Science in Information Science,,27.53,29.817,11
MUST,1240153,Bachelor of Business Administration,,35.332,34.244,7
MUST,1240163,Bachelor of Science Statistics,,37.21,37.356,7
MUST,1240185,Bachelor of Science Horticulture,,23,25,20
MUST,1240187,Bachelor of Science Agribusiness Management,,32.661,34.657,12
MUST,1240208,Bachelor of Science in Computer Technology,,34.602,34.785,11
MUST,1240232,Bachelor of Science in Information Technology,,34.835,34.851,9
MUST,1240244,Bachelor of Business Information Technology,,31.931,35.212,11
MUST,1240245,Bachelor of Purchasing and Supplies Management,,35.776,36.373,7
MUST,1240294,Bachelor of Science (Animal Health and Production),,34.083,32.402,20
MUST,1240309,Bachelor of Science (Mathematics & Computer Science),,35.151,35.613,11
MUST,1240405,Bachelor of Science (Human Nutrition and Dietetics),,35.277,32.117,20
MUST,1240415,Bachelor of Science Agricultural Extension and Education,,33.984,32.367,20
MUST,1240423,Bachelor of Science (Community Health & Development),,32.093,33.255,20
MUST,1240510,Bachelor of Co-operative Management,,31.083,32.587,7
MUST,1240511,Bachelor of Science in Computer Security and Forensics,,33.767,29.15,11
MUST,1240643,Bachelor of Health Services Management,,37.462,,3
MUST,1240724,Bachelor of Science (Food Science and Management),,28.452,28.034,20
MUST,1240732,Bachelor of Science (Public Health),,39.219,38.818,18
SEKU,1166101,Bachelor of Arts,,23,,3
SEKU,1166107,Bachelor of Science (Actuarial Science),,33.67,40.533,7
SEKU,1166109,Bachelor of Science (Mathematics),,31.164,33.879,11
SEKU,1166110,Bachelor of Science (Meteorology),,23,25,8
SEKU,1166111,Bachelor of Science (Biology),,28.548,27.426,18
SEKU,1166113,Bachelor of Science (Geology),,23,28.311,8
SEKU,1166115,Bachelor of Science (Computer Science),,32.889,38.259,11
SEKU,1166122,Bachelor of Science (Agriculture),,23,25,20
SEKU,1166125,Bachelor of Science (Range Management),,23,25,20
SEKU,1166133,Bachelor of Commerce,,34.906,37.258,7
SEKU,1166135,Bachelor of Education (Arts),,31.299,25,3
SEKU,1166137,Bachelor of Education (Science),,30.046,36.097,13
SEKU,1166144,Bachelor of Arts (Social Work),,23,25,3
SEKU,1166146,Bachelor of Economics,,36.28,36.657,7
SEKU,1166163,Bachelor of Science (Statistics),,35.796,35.709,7
SEKU,1166185,Bachelor of Science (Horticulture),,23,25,20
SEKU,1166186,Bachelor of Science (Environmental Conservation and Natural Resources Management),,27.795,29.118,20
SEKU,1166190,Bachelor of Science (Food Nutrition and Dietetics),,33.679,33.648,20
SEKU,1166199,Bachelor of Economics and Statistics,,34.563,39.33,7
SEKU,1166232,Bachelor of Information Technology,,33.58,33.408,9
SEKU,1166244,Bachelor of Business Information Technology,,28.171,,11
SEKU,1166249,Bachelor of Procurement and Supply Chain Management,,36.668,36.563,7
SEKU,1166302,Bachelor of Arts (Gender and Development Studies),,23,25,3
SEKU,1166328,Bachelor of Science (Project Planning Management),,30.459,,3
SEKU,1166330,Bachelor of Science (Forestry),,23,25,20
SEKU,1166347,Bachelor of Science (Applied Aquatic Science),,23,25,20
SEKU,1166351,Bachelor of Science (Land Resource Management),,23,25,20
SEKU,1166365,Bachelor of Science (Physics),,23,29.804,9
SEKU,1166402,Bachelor of Science (Dryland Agriculture),,23,25,20
SEKU,1166415,Bachelor of Science in Agricultural Education & Extension,,30.763,,20
SEKU,1166437,Bachelor of Science (Biochemistry and Molecular Biology),,29.514,34.514,18
SEKU,1166487,Bachelor of Science (Hydrology and Water Resources Management),,23,25,20
SEKU,1166501,Bachelor of Science (Dryland Animal Science),,23,25,20
SEKU,1166502,Bachelor of Science (Electronics),,33.151,33.01,9
SEKU,1166513,Bachelor of Science (Chemistry),,29.113,27.805,9
SEKU,1166516,Bachelor of Science (Fisheries Management and Aquaculture Technology),,23,25,20
SEKU,1166566,Bachelor of Science (Population Health),,28.88,,18
SEKU,1166732,Bachelor of Science (Public Health),,37.174,34.284,18
SEKU,1166787,Bachelor of Science Agribusiness Management and Enterprise Development,,28.743,,12
SEKU,1166886,Bachelor of Science (Environmental Management),,23,25,20
JOOUST,1053107,Bachelor of Science (Actuarial Science With IT),,36.39,39.849,7
JOOUST,1053111,Bachelor of Science (Biological Sciences),,23,28.727,18
JOOUST,1053135,Bachelor of Education (Arts) With IT,,30.495,34.282,3
JOOUST,1053137,Bachelor of Education (Science With IT),,33.269,25,13
JOOUST,1053153,Bachelor of Business Administration With IT,,23,34.184,7
JOOUST,1053154,"Bachelor of Education (Special Needs Education, With IT)",,33.204,32.826,5
JOOUST,1053185,Bachelor of Science (Horticulture),,23,25,20
JOOUST,1053187,Bachelor of Science (Agribusiness Management),,29.994,25,12
JOOUST,1053235,Bachelor of International Tourism Management,,23,25,2
JOOUST,1053248,Bachelor of Logistics and Supply Chain Management,,33.259,25,7
JOOUST,1053293,Bachelor of Science (Animal Science),,29.763,27.893,20
JOOUST,1053415,Bachelor of Science (Agricultural Extension Education),,32.603,31.425,20
JOOUST,1053423,Bachelor of Science (Community Health and Development),,30.218,25,20
JOOUST,1053479,Bachelor of Science (Soil Science),,23,25,20
JOOUST,1053483,Bachelor of Science (Food Security),,23,25,20
JOOUST,1053485,Bachelor of Arts (Spatial Planning),,23,25,20
JOOUST,1053486,Bachelor of Science (Water Resources and Environment),,23,25,20
JOOUST,1053511,Bachelor of Science (Computer Security and Forensics),,28.184,25,11
JOOUST,1053554,Bachelor of Science (Business Information Systems),,23,28.271,11
JOOUST,1053555,Bachelor of Arts (Developmental and Policy Studies),,23,25,3
JOOUST,1053626,Bachelor of Science (Renewable Energy Technology and Management),,23,29.487,9
JOOUST,1053732,Bachelor of Science (Public Health),,36.183,36.206,18
JOOUST,1053758,Bachelor of Science (Information and Communication Technology),,29.609,29.944,9
JOOUST,1053776,Bachelor of Science (Construction Management),,35.858,38.46,10
JOOUST,1053780,Bachelor of Education (Early Childhood Development),,23,25,3
UOK,1118107,Bachelor of Science (Actuarial Science),,32.829,41.092,7
UOK,1118112,Bachelor of Science (Biochemistry),,31.89,38.166,18
UOK,1118115,Bachelor of Science (Computer Science),,36.092,38.034,11
UOK,1118120,Bachelor of Science (Bsc.),,23,27.98,13
UOK,1118122,Bachelor of Science (Agriculture),,23,25,20
UOK,1118123,Bachelor of Science (Microbiology),,34.891,34.541,18
UOK,1118132,Bachelor of Science (Nursing),,42.153,43.446,18
UOK,1118135,Bachelor of Education (Arts),,34.063,30.404,3
UOK,1118137,Bachelor of Education (Science),,31.192,37.393,13
UOK,1118150,Bachelor of Science (Information Sciences and Knowledge Management),,30.909,29.928,11
UOK,1118151,Bachelor of Business Management,,31.431,35.306,7
UOK,1118157,Bachelor of Tourism Management,,28.995,30.934,2
UOK,1118159,Bachelor of Arts (Public Administration),,23,32.828,3
UOK,1118164,Bachelor of Science (Applied Statistics With Computing),,34.417,25,7
UOK,1118175,Bachelor of Science (Agroforestry & Rural Development),,23,25,20
UOK,1118185,Bachelor of Science (Horticulture),,23,25,20
UOK,1118188,Bachelor of Science (Environmental Health),,35.465,35.143,18
UOK,1118189,Bachelor of Science (Human Resource Management),,33.898,33.61,3
UOK,1118215,Bachelor of Science (Agricultural Economics & Resource Management),,26.051,25,12
UOK,1118222,Bachelor of Hotels and Hospitality Management,,30.996,25,2
UOK,1118229,Bachelor of Environmental Studies,,23,25,20
UOK,1118232,Bachelor of Science (Information Technology),,31.121,34.568,9
UOK,1118326,Bachelor of Education (Guidance and Counselling),,30.225,29.131,5
UOK,1118330,Bachelor of Science (Forestry),,23,25,20
UOK,1118415,Bachelor of Science (Agricultural Extension Education),,33.439,33.388,20
UOK,1118450,Bachelor of Science (Communication and Public Relations),,33.054,30.233,3
UOK,1118560,Bachelor of Science Clinical Medicine,,42.582,43.097,18
UOK,1118646,Bachelor of Arts (Economics),,34.72,35.826,7
UOK,1118680,Bachelor of Education (Early Childhood and Primary Education),,23,25,3
MMUK,1164107,Bachelor of Science in Actuarial Science,,40.758,42.362,7
MMUK,1164108,Bachelor of Science in Industrial Chemistry,,39.86,39.717,9
MMUK,1164114,Bachelor of Science in Analytical Chemistry,,31.852,39.558,9
MMUK,1164115,Bachelor of Science in Computer Science,,42.761,42.585,11
MMUK,1164133,Bachelor of Commerce,,38.752,39.453,7
MMUK,1164183,Bachelor of Journalism,,40.204,39.126,3
MMUK,1164197,Bachelor of Science (Telecommunication and Information Engineering),,42.903,42.141,9
MMUK,1164208,Bachelor of Science (Computer Technology),,39.616,37.346,11
MMUK,1164212,Bachelor of Science in Mechanical and Manufacturing Engineering,,37.385,,9
MMUK,1164232,Bachelor of Science in Information Technology,,37.627,26.053,9
MMUK,1164244,Bachelor of Business Information Technology,,38.062,39.098,11
MMUK,1164248,Bachelor of Science in Electrical and Telecommunication Engineering,,39.461,,9
MMUK,1164250,Bachelor of Procurement and Logistics Management,,39.152,39.076,7
MMUK,1164309,Bachelor of Science in Mathematics and Computer Science,,40.041,39.467,11
MMUK,1164497,Bachelor of Applied Communication,,35.358,31.635,3
MMUK,1164498,Bachelor of Science in Applied Physics and Computer Science,,38.52,37.474,11
MMUK,1164542,Bachelor of Science in Software Engineering,,41.73,42.255,11
MMUK,1164567,Bachelor of Science in Applied Optics and Lasers,,27.733,,9
MMUK,1164627,Bachelor of Science in Renewable Energy and Technology,,35.815,,9
MMUK,1164679,Bachelor of Film Animation,,37.642,37.144,3
LU,1176115,Bachelor of Science (Computer Science,,36.766,36.121,11
LU,1176120,Bachelor of Science,,28.293,27.81,13
LU,1176133,Bachelor of Commerce (B.Com),,29.804,38.113,7
LU,1176135,Bachelor of Education (Arts),,30.4,34.308,3
LU,1176136,Bachelor of Arts (Criminology and Security Studies),,33.037,33.791,3
LU,1176137,Bachelor of Education (Science),,31.811,37.376,13
LU,1176158,Bachelor of Science (Information and Communication Technology),,31.241,31.176,9
LU,1176163,Bachelor of Science (Statistics),,34.849,29.924,7
LU,1176198,Bachelor of Arts (Economics and Sociology),,30.851,33.143,7
LU,1176200,Bachelor of Science (Economics and Statistics),,36.802,39.369,7
LU,1176213,Bachelor of Science (Environmental Science),,30.496,29.636,20
LU,1176216,Bachelor of Science (Agricultural Economics,,30.784,30.843,12
LU,1176233,Bachelor of Library and Information Science,,23,25,2
LU,1176238,Bachelor of Psychology,,23,25,3
LU,1176239,Bachelor of Science (Community Development),,23,25,20
LU,1176292,Bachelor of Science (Geography),,27.983,29.181,21
LU,1176325,Bachelor of Arts (Kiswahili and Communication),,32.093,31.419,6
LU,1176342,Bachelor of Arts (History and Economics),,23,25,7
LU,1176385,Bachelor of Arts (Communication and Media),,30.411,31.886,3
LU,1176417,Bachelor of Agricultural Education & Extension,,33.777,33.966,20
LU,1176435,Bachelor of Sports Science & Management,,23,25,16
LU,1176581,Bachelor of Arts (Peace Education,,23,25,3
LU,1176582,Bachelor of Science (Utilization & Sustainability of Arid Lands (Usal),,23,25,20
LU,1176583,Bachelor of Arts (English & Communication),,30.763,29.224,3
LU,1176687,Bachelor of Agribusiness Management,,30.979,33.289,12
LU,1176780,Bachelor of Education (Early Childhood Development),,23,25,3
KARU,1244107,Bachelor of Science in Actuarial Science,,37.456,40.914,7
KARU,1244112,Bachelor of Science in Biochemistry,,36.452,27.269,18
KARU,1244115,Bachelor of Science in Computer Science,,34.296,38.143,11
KARU,1244120,Bachelor of Science,,23,27.755,13
KARU,1244135,Bachelor of Education (Arts),,32.34,34.595,3
KARU,1244136,"Bachelor of Arts in Criminology, Criminal Justice and Public Safety",,33.497,33.493,3
KARU,1244137,Bachelor of Education (Science),,31.268,36.812,13
KARU,1244146,Bachelor of Economics,,36.667,37.885,7
KARU,1244150,Bachelor of Science in Information Sciences,,30.586,31.96,11
KARU,1244151,Bachelor of Business Management,,34.831,32.479,7
KARU,1244157,Bachelor of Tourism Management,,27.518,25,2
KARU,1244164,Bachelor of Science in Applied Statistics With Computing,,33.419,37.56,7
KARU,1244171,Bachelor of Arts in Community Development,,23,25,3
KARU,1244185,Bachelor of Science in Horticultural Science & Management,,23,25,20
KARU,1244189,Bachelor of Human Resources Management,,35.06,31.395,3
KARU,1244191,Bachelor of Science in Food Science and Nutrition,,34.067,33.664,20
KARU,1244213,Bachelor of Science in Environmental Studies,,27.811,28.579,20
KARU,1244215,Bachelor of Science in Agricultural Resource Economics and Management,,27.716,25,12
KARU,1244222,Bachelor of Hotel and Hospitality Management,,31.512,32.777,2
KARU,1244232,Bachelor of Science in Information Technology,,34.758,34.732,9
KARU,1244279,Bachelor of Science in Microbiology,,35.273,34.467,18
KARU,1244292,Bachelor of Arts (Geography),,23,30.341,21
KARU,1244299,Bachelor of Science in Entrepreneurship,,31.187,32.723,3
KARU,1244327,Bachelor of Project Planning and Management,,35.183,30.139,3
KARU,1244348,Bachelor of Science in Natural Resources,,23,25,20
KARU,1244405,Bachelor of Science in Human Nutrition and Dietetics,,32.541,25,20
KARU,1244415,Bachelor of Science in Agricultural Extension Education,,33.31,32.177,20
KARU,1244418,Bachelor of Science With Education,,29.299,29.26,12
KARU,1244450,Bachelor of Communication and Public Relations,,33.41,33.409,3
KARU,1244518,Bachelor of Science in Aquaculture and Fisheries Technology,,23,25,20
KARU,1244550,Bachelor of Arts in Political Science and Public Administration,,31.01,30.112,3
KARU,1244806,Bachelor of Arts in Sociology,,23,25,3
UOE,1114107,Bachelor of Science in Actuarial Science,,39.872,42.516,7
UOE,1114112,Bachelor of Science in Biochemistry,,31.632,40.06,18
UOE,1114114,Bachelor of Science in Analytical Chemistry With Computing,,28.043,39.552,9
UOE,1114115,Bachelor of Science in Computer Science,,37.35,40.839,11
UOE,1114120,Bachelor of Science (B.sc),,28.394,28.07,13
UOE,1114121,Bachelor of Engineering (Agricultural & Bio-systems Engineering),,39.354,38.823,9
UOE,1114122,Bachelor of Science (Agriculture),,29.881,28.67,20
UOE,1114135,Bachelor of Education (Arts),,34.306,29.732,3
UOE,1114137,Bachelor of Education (Science),,35.568,28.561,13
UOE,1114141,Bachelor of Science (Wood Science and Industrial Processes),,23,25,20
UOE,1114143,Bachelor of Science (Wildlife Management),,23,25,20
UOE,1114151,Bachelor of Business Management,,34.039,36.582,7
UOE,1114155,Bachelor of Education (Special Needs Education),,34.059,34.24,5
UOE,1114157,Bachelor of Tourism Management,,27.827,33.088,2
UOE,1114164,Bachelor of Science in Applied Statistics With Computing,,37.654,38.954,7
UOE,1114175,Bachelor of Science (Agroforestry & Rural Development),,23,25,20
UOE,1114185,Bachelor of Science (Horticultural Science & Management),,23,25,20
UOE,1114191,Bachelor of Science (Food Science & Nutrition),,35.451,35.98,20
UOE,1114213,Bachelor of Environmental Studies (Science),,31.971,31.163,20
UOE,1114216,Bachelor of Science (Agricultural Economics),,32.243,33.258,12
UOE,1114217,Bachelor of Science (Apparel & Fashion Technology),,31.591,29.823,15
UOE,1114222,Bachelor of Hotel & Hospitality Management,,32.004,33.509,2
UOE,1114229,Bachelor of Environmental Studies (Arts),,23,25,20
UOE,1114232,Bachelor of Science in Information Technology,,34.424,38.691,9
UOE,1114234,Bachelor of Travel & Tours Operations Management,,32.33,30.477,2
UOE,1114279,Bachelor of Science in Microbiology,,35.841,37.866,18
UOE,1114293,Bachelor of Science (Animal Science & Management),,33.458,32.788,20
UOE,1114299,Bachelor of Science (Entrepreneurship),,30.527,34.087,3
UOE,1114315,Bachelor of Education (Physical Education),,23,25,16
UOE,1114327,Bachelor of Science (Project Planning Management),,37.665,36.467,3
UOE,1114330,Bachelor of Science (Forestry),,23,25,20
UOE,1114331,Bachelor of Education (Technology),,23,28.763,13
UOE,1114348,Bachelor of Science (Natural Resource Management),,28.189,27.906,20
UOE,1114353,Bachelor of Science (Food Operations Management),,27.787,27.383,20
UOE,1114355,Bachelor of Science (Seed Science & Technology,,23,25,20
UOE,1114357,Bachelor of Science (Soils & Land Use Management),,23,25,20
UOE,1114358,Bachelor of Science in Applied Animal Laboratory Science,,25.151,27.728,20
UOE,1114359,Bachelor of Science in Biotechnology and Biosafety,,30.982,29.445,18
UOE,1114360,Bachelor of Science in Entomology and Parasitology,,23,25,18
UOE,1114361,Bachelor of Science in Ethnobotany,,23,25,20
UOE,1114362,Bachelor of Education (Home Science and Technology),,30.575,25,3
UOE,1114415,Bachelor of Science (Agricultural Extension Education),,34.565,34.208,20
UOE,1114416,Bachelor of Education (Agricultural Education),,33.821,33.752,20
UOE,1114418,Bachelor of Science With Education,,28.154,30.332,13
UOE,1114428,Bachelor of Science in Informatics,,32.614,36.325,11
UOE,1114488,Bachelor of Science (Water Resource Management),,23,25,20
UOE,1114517,Bachelor of Science (Fisheries & Aquatic Sciences),,23,25,20
UOE,1114590,Bachelor of Science (Sustainable Energy & Climate Change Systems),,23,25,20
UOE,1114594,Bachelor of Science (Agricultural Biotechnology),,33.015,32.629,20
UOE,1114616,Bachelor of Engineering (Civil & Structural Engineering),,41.426,43.511,9
UOE,1114646,Bachelor of Arts (Economics),,35.697,39.226,7
UOE,1114680,Bachelor of Education (Early Childhood & Primary Education),,23,25,3
UOE,1114718,Bachelor of Engineering (Mechanical & Production Engineering),,33.471,42.635,9
KBBU,1108109,Bachelor of Science (Mathematics),,29.534,30.037,11
KBBU,1108111,Bachelor of Science (Biology),,23,28.673,18
KBBU,1108115,Bachelor of Science (Computer Science),,35.23,34.881,11
KBBU,1108133,Bachelor of Commerce,,35.511,35.339,7
KBBU,1108135,Bachelor of Education (Arts),,29.176,33.696,3
KBBU,1108136,Bachelor of Criminology,,32.716,30.266,3
KBBU,1108137,Bachelor of Education (Science),,27.492,35.654,13
KBBU,1108145,Bachelor of Social Work,,23,25,3
KBBU,1108151,Bachelor of Business Management,,23,,7
KBBU,1108181,Bachelor of Journalism and Mass Communication,,34.774,34.206,3
KBBU,1108215,Bachelor of Science (Agricultural Economics and Resource Management),,28.194,29.44,12
KBBU,1108232,Bachelor of Science (Information Technology),,32.509,31.689,9
KBBU,1108365,Bachelor of Science (Physics),,23,29.063,9
KBBU,1108417,Bachelor of Science (Agricultural Education & Extension),,33.105,32.356,20
KBBU,1108513,Bachelor of Science (Chemistry),,23,28.094,9
KBBU,1108526,Bachelor of Science (Renewable Energy and Biofuels Technology),,23,25,9
KBBU,1108547,Bachelor of Science (Bio-resources Management and Conservation),,23,25,20
KBBU,1108594,Bachelor of Science (Agriculture & Biotechnology),,27.416,25.955,20
KBBU,1108880,Bachelor of Education (Early Childhood),,23,25,3
TTUC,1091133,Bachelor of Commerce (B.Com),,31.552,35.79,7
TTUC,1091163,Bachelor of Science (Statistics),,30.313,30.916,7
TTUC,1091185,Bachelor of Science (Horticulture),,23,25,20
TTUC,1091232,Bachelor of Science (Information Technology),,23,25,9
TTUC,1091244,Bachelor of Business Information Technology,,23,29.398,11
TTUC,1091247,Bachelor of Purchasing and Supplies Management,,28.261,25,7
TTUC,1091309,Bachelor of Science (Mathematics and Computer Science),,30.048,25,11
TTUC,1091349,Bachelor of Science (Mining and Mineral Processing Engineering),,25.34,35.026,9
MRUC,1246133,Bachelor of Commerce,,30.346,36.56,7
MRUC,1246136,Bachelor of Science (Criminology and Security Studies),,23,30.793,3
MRUC,1246157,Bachelor of Science (Tourism Management),,23,25,2
MRUC,1246164,Bachelor of Science (Applied Statistics With Programming),,31.798,28.682,7
MRUC,1246189,Bachelor of Science (Human Resource Management),,23,33.043,3
MRUC,1246232,Bachelor of Science in Information Technology,,27.705,25,9
MRUC,1246244,Bachelor of Business Information Technology,,25.036,30.772,11
MRUC,1246249,Bachelor Purchasing and Supplies Management,,32.049,25,7
MRUC,1246298,Bachelor of Science (Entrepreneurship and Small Enterprises Management),,23,25,3
MRUC,1246309,Bachelor of Science (Mathematics and Computer Science),,28.751,35.099,11
MRUC,1246542,Bachelor of Science in Software Engineering,,35.346,34.488,11
MRUC,1246588,Bachelor of Science (Mathematics and Economics),,33.662,32.395,7
MRUC,1246821,Bachelor of Science (Hospitality Management),,23,25,2
KYUC,1079132,Bachelor of Science (Nursing),,39.884,,18
KYUC,1079133,Bachelor of Commerce,,31.19,35.585,7
KYUC,1079151,Bachelor of Business Management,,33.092,30.728,7
KYUC,1079163,Bachelor of Science (Statistics),,33.792,32.288,7
KYUC,1079189,Bachelor of Science (Human Resource Management),,29.772,32.56,3
KYUC,1079217,Bachelor of Science (Fashion Design and Textile Technology),,23,,15
KYUC,1079232,Bachelor of Science in Information Technology,,29.32,29.834,9
KYUC,1079297,Bachelor of Entrepreneurship,,23,25,3
KYUC,1079298,Bachelor of Science (Entrepreneurship),,23,29.766,3
KYUC,1079309,Bachelor of Science in Mathematics and Computer Science,,28.757,25,11
KYUC,1079423,Bachelor of Science (Community Health & Development),,23,,20
KYUC,1079560,Bachelor of Science Clinical Medicine,,40.825,,18
KYUC,1079568,Bachelor of Science (Forensic Science),,28.038,,18
COPUCK,1080133,Bachelor of Commerce (B.Com),,36.928,30.126,7
COPUCK,1080510,Bachelor of Co-operatives and Community Development,,30.823,31.723,7
COPUCK,1080541,Bachelor of Science (Finance),,39.827,39.401,7
COPUCK,1080549,Bachelor of Science (Disaster Risk Management and Sustainable Development),,23,25,20
COPUCK,1080601,Diploma in Accounting & Finance,,,,7
COPUCK,1080610,Bachelor of Co-operative Business,,31.291,32.275,7
COPUCK,1080655,Diploma in Marketing,,,,7
COPUCK,1080687,Diploma in Catering and Hotel Management,,,,2
COPUCK,1080727,Diploma in Project Management,,,,3
COPUCK,1080741,Diploma in Banking & Finance,,,,7
COPUCK,1080746,Diploma in Purchasing and Supplies Management,,,,7
COPUCK,1080753,Diploma in Business Administration,,,,7
COPUCK,1080754,Diploma in Leadership and Management,,,,7
COPUCK,1080755,Diploma in Business Information Technology,,,,7
COPUCK,1080757,Diploma in Tourism Management,,,,2
COPUCK,1080771,Diploma in Community Development,,,,3
COPUCK,1080789,Diploma in Human Resource Management,,,,3
COPUCK,1080810,Diploma in Co-operative Management,,,,7
COPUCK,1080841,Diploma in Micro-finance,,,,7
COPUCK,1080850,Diploma in Public Relations,,,,3
COPUCK,1080858,Diploma in Information Technology,,,,9
COPUCK,1080987,Diploma in Entrepreneurship,,,,3
GUC,1096109,Bachelor of Science (Mathematics),,23,,11
GUC,1096115,Bachelor of Science in Computer Science,,23,,11
GUC,1096120,Bachelor of Science,,23,,13
GUC,1096135,Bachelor of Education (Arts),,23,,3
GUC,1096137,Bachelor of Education (Science),,23,,13
GUC,1096150,Bachelor of Science in Information Sciences,,23,,11
GUC,1096151,Bachelor of Business Management,,23,,7
GUC,1096171,Bachelor of Arts Community Development,,23,,3
GUC,1096189,Bachelor of Science (Human Resource Management),,23,,3
GUC,1096283,Bachelor of Arts (Geography),,23,,21
GUC,1096365,Bachelor of Science (Physics),,23,,9
GUC,1096462,Bachelor of Science (Botany),,23,,20
GUC,1096464,Bachelor of Science (Zoology),,23,,18
GUC,1096513,Bachelor of Science (Chemistry),,23,,9
GUC,1096646,Bachelor of Arts in Economics,,23,,7
RUC,1073109,Bachelor of Science (Mathematics),,30.282,30.779,11
RUC,1073112,Bachelor of Science (Biochemistry),,32.879,36.962,18
RUC,1073115,Bachelor of Science (Computer Science),,32.134,36.667,11
RUC,1073122,Bachelor of Science (Agriculture),,23,28.509,20
RUC,1073135,Bachelor of Education (Arts),,30.744,33.919,3
RUC,1073137,Bachelor of Education (Science),,30.801,35.889,13
RUC,1073150,Bachelor of Science (Information Science),,23,29.938,11
RUC,1073151,Bachelor of Business Management,,31.558,25,7
RUC,1073155,Bachelor of Education in Special Education,,32.272,30.569,5
RUC,1073157,Bachelor of Tourism Management,,27.686,30.069,2
RUC,1073164,Bachelor of Science (Applied Statistics),,31.058,35.483,7
RUC,1073182,Bachelor of Science (Communication & Journalism),,31.812,33.862,3
RUC,1073185,Bachelor of Science (Horticulture),,23,25,20
RUC,1073189,Bachelor of Science in Human Reource Management,,30.607,33.354,3
