uni_code,prog_code,course_name,2016_cut_off,2015_cut_off,2014_cut_off,cluster
MSU,1229509,"Bachelor of Arts (Fine Art, With IT)",,32.153,33.808,3
MSU,1229515,"Bachelor of Science (Fisheries and Aquaculture, With IT)",,23,25,20
MSU,1229523,"Bachelor of Arts (History and Archaeology, With IT)",,33.28,31.788,19
MSU,1229524,"Bachelor of Arts (Literature, With IT)",,31.129,32.524,3
MSU,1229544,"Bachelor of Arts (Disaster Management, With IT)",,33.171,31.608,3
MSU,1229551,"Bachelor of Arts (Political Science, With IT)",,34.354,34.217,3
MSU,1229585,"Bachelor of Arts (Philosophy, With IT)",,23,25,3
MSU,1229586,"Bachelor of Arts (Business Studies, With IT)",,31.541,33.74,7
MSU,1229588,"Bachelor of Science (Mathematics & Economics, With IT",,38.429,37.99,7
MSU,1229589,"Bachelor of Science (Aquatic Resources Conservation and Development, With IT)",,23,25,20
MSU,1229590,"Bachelor of Science (Climate Change and Development, With IT)",,23,25,20
MSU,1229591,"Bachelor of Science (Medical Biotechnology, With IT)",,36.898,38.593,18
MSU,1229592,"Bachelor of Science (Pharmaceutical Sciences, With IT)",,38.066,29.769,18
MSU,1229593,"Bachelor of Science (Agronomy, With IT)",,27.51,25,20
MSU,1229606,"Bachelor of Arts (Sociology and Anthropology, With IT)",,23,25,3
MSU,1229609,"Bachelor of Science (Mathematics & Business Studies, With IT)",,36.071,36.384,7
MSU,1229621,"Bachelor of Arts (Language and Communication, With IT)",,31.152,31.888,3
MSU,1229646,"Bachelor of Arts (Economics, With IT)",,37.596,31.502,7
MSU,1229692,"Bachelor of Science (Geography and Natural Resource Management, With IT)",,32.537,33.433,21
MSU,1229732,"Bachelor of Science (Public Health, With IT)",,41.409,40.606,18
MSU,1229765,"Bachelor of Arts (Urban and Regional Planning, With IT)",,39.645,39.983,14
MSU,1229819,"Bachelor of Science (Geospatial Information Science, With IT)",,35.866,40.561,9
MMUST,1082108,Bachelor of Science (Industrial Chemistry),,35.082,,9
MMUST,1082111,Bachelor of Science (Biology),,30.201,31.524,18
MMUST,1082112,Bachelor of Science (Biochemistry),,36.466,,18
MMUST,1082115,Bachelor of Science (Computer Science),,35.061,40.577,11
MMUST,1082132,Bachelor of Science (Nursing),,43.14,43.668,18
MMUST,1082133,Bachelor of Commerce,,38.065,37.824,7
MMUST,1082135,Bachelor of Education (Arts),,33.415,25,3
MMUST,1082136,Bachelor of Criminology,,35.485,35.321,3
MMUST,1082137,Bachelor of Education (Science),,33.996,37.573,13
MMUST,1082145,Bachelor of Social Work,,23,25,3
MMUST,1082146,Bachelor of Economics,,37.467,32.503,7
MMUST,1082150,Bachelor of Science (Information Sciences and Knowledge Management),,26.79,,11
MMUST,1082164,"Bachelor of Science (Applied Statistics, With IT)",,33.016,,7
MMUST,1082180,Bachelor of Education (Early Childhood Education),,23,25,3
MMUST,1082181,Bachelor of Journalism & Mass Communication,,36.622,36.862,3
MMUST,1082194,Bachelor of Science (Medical Laboratory),,39.864,42.543,18
MMUST,1082213,Bachelor of Science (Environmental Science),,25.077,,20
MMUST,1082215,Bachelor of Science (Agriculture Economics & Resource Management),,27.322,34.05,12
MMUST,1082226,Bachelor of Science (Biotechnology),,29.918,34.406,18
MMUST,1082232,Bachelor of Science (Information Technology),,34.67,37.162,9
MMUST,1082246,Bachelor of Science (Electrical and Communication Engineering),,31.295,41.162,9
MMUST,1082251,Bachelor of Science (Mechanical and Industrial Engineering),,33.355,42.076,9
MMUST,1082256,Bachelor of Science in Agribusiness Management and Marketing,,31.186,30.735,12
MMUST,1082282,Bachelor of Education (French),,23,25,22
MMUST,1082292,Bachelor of Science in Animal Production,,31.465,25,20
MMUST,1082315,Bachelor of Education (Physical Education),,23,,16
MMUST,1082318,Bachelor of Education in Technology (Mechanical Engineering),,29.097,,13
MMUST,1082319,Bachelor of Education in Technology (Electrical & Electronic Engineering),,30.483,,13
MMUST,1082320,Bachelor of Education in Technology (Civil Engineering),,32.059,,13
MMUST,1082348,Bachelor of Science (Natural Resources Management),,23,,20
MMUST,1082366,Bachelor of Science (Physics With Appropriate Technology),,23,,9
MMUST,1082367,Bachelor of Science (Sugar and Agro Processing Technology),,29.008,,20
MMUST,1082368,Bachelor of Science (Emergency Management Studies),,23,,3
MMUST,1082369,Bachelor of Science (Disaster Management and Peace Studies),,23,,3
MMUST,1082405,Bachelor of Science (Human Nutrition and Dietetics),,36.005,34.243,20
MMUST,1082409,Bachelor of Science (Mathematics With IT),,28.963,,11
MMUST,1082417,Bachelor of Science (Agriculture Education & Extension),,35.72,35.097,20
MMUST,1082427,Bachelor of Hospitality Management,,30.171,,2
MMUST,1082435,Bachelor of Technology in Cosmetology,,23,,2
MMUST,1082436,Bachelor of Science (Health Promotion and Sports Science),,23,25,16
MMUST,1082442,Bachelor of Technology Education (Computer Studies),,28.252,,9
MMUST,1082463,Bachelor of Science (Paramedic Science),,26.054,,18
MMUST,1082465,Bachelor of Science (Physiotherapy),,38.967,,18
MMUST,1082513,Bachelor of Science (Chemistry),,28.656,26.314,9
MMUST,1082519,Bachelor of Science in Fisheries and Aquaculture,,23,25,20
MMUST,1082526,Bachelor of Science (Renewable Energy and Bio-fuels Technology),,30.954,33.658,9
MMUST,1082546,Bachelor of Science in Global Health and Emporiatrics,,29.607,29.546,20
MMUST,1082588,"Bachelor of Science (Mathematics & Economics, With IT",,34.306,,7
MMUST,1082591,Bachelor of Science in Medical Biotechnology,,37.003,35.679,18
MMUST,1082594,Bachelor of Science (Agriculture and Biotechnology),,33.22,28.981,20
MMUST,1082595,Bachelor of Conflict Resolution and Humanitairan Assistance,,23,25,3
MMUST,1082597,Bachelor of Science (Optometry and Vision Sciences),,39.604,40.883,18
MMUST,1082616,Bachelor of Science (Civil and Structural Engineering),,42.457,40.62,9
MMUST,1082624,Bachelor of Science (Food Processing Technology),,35.155,30.729,20
MMUST,1082627,Bachelor of Science (Renewable Energy and Technology),,36.587,,9
MMUST,1082637,Bachelor of Science in Epidemiology and Biostatistics,,26.218,25,9
MMUST,1082644,Bachelor of Disaster Management & International Diplomacy,,30.357,30.25,3
MMUST,1082744,Bachelor of Science (Disaster Mitigation and Sustainable Development),,23,25,20
TUK,1112102,Bachelor of Architectural Studies/bachelor of Architecture,,43.429,44.448,10
TUK,1112104,Bachelor of Science (Quantity Surveying),,43.58,43.983,10
TUK,1112109,Bachelor of Science (Mathematics),,37.014,37.816,11
TUK,1112112,Bachelor of Science (Biochemistry),,39.959,41.712,18
TUK,1112116,Bachelor of Engineering (Civil Engineering),,43.269,44.314,9
TUK,1112118,Bachelor of Engineering (Mechanical Engineering),,41.216,43.626,9
TUK,1112119,Bachelor of Engineering (Geospatial Engineering),,40.345,42.984,9
TUK,1112124,Bachelor of Technology (Food Science and Technology),,38.3,37.543,20
TUK,1112133,Bachelor of Commerce (B.Com),,40.527,40.659,7
TUK,1112146,Bachelor of Economics,,41.496,41.41,7
TUK,1112157,Bachelor of Science (Tourism Management),,36.721,36.039,2
TUK,1112160,Bachelor of Music,,23,25,24
TUK,1112195,Bachelor of Technology (Science Laboratory Technology),,30.076,42.198,18
TUK,1112227,Bachelor of Technology (Biotechnology),,28.693,40.76,18
TUK,1112232,Bachelor of Technology (Information Technology),,36.475,30.161,9
TUK,1112233,Bachelor of Science (Information Studies),,30.144,30.552,2
TUK,1112295,Bachelor of Arts (International Relations and Diplomacy),,41.821,41.499,3
TUK,1112300,Bachelor of Technology (Real Estate and Property Management),,42.67,42.278,14
TUK,1112337,Bachelor of Science (Counselling Psychology),,34.566,33.458,3
TUK,1112371,Bachelor of Science (Land Administration),,37.631,37.526,14
TUK,1112372,Bachelor of Technology (Design),,38.39,37.803,14
TUK,1112378,Bachelor of Technology (Geoinformation Technology),,33.822,34.402,9
TUK,1112381,Bachelor of Technology (Nutrition and Dietetics),,36.057,35.614,20
TUK,1112382,Bachelor of Technology (Hotel and Restaurant Management),,28.568,33.286,2
TUK,1112383,Bachelor of Technology (Medical Laboratory Science),,40.65,40.127,18
TUK,1112384,Bachelor of Technology (Business Information Technology),,36.791,36.998,11
TUK,1112400,Bachelor of Technology (Journalism and Mass Communication),,37.105,38.119,3
TUK,1112424,Bachelor of Technology (Technical and Applied Physics),,34.275,30.637,9
TUK,1112425,Bachelor of Technology (Industrial and Applied Chemistry),,34.386,37.418,9
TUK,1112466,Bachelor of Science (Accountancy),,40.214,40.697,7
TUK,1112467,Bachelor of Technology (Environmental Resource Management),,31.72,32.188,20
TUK,1112468,Bachelor of Technology (Office Administration and Technology),,33.446,32.43,3
TUK,1112470,Bachelor of Technology (Institutional Catering and Accommodation),,31.335,31.555,2
TUK,1112472,Bachelor of The Built Environment (Urban and Regional Planning),,39.179,39.604,14
TUK,1112473,Bachelor of Science (Event and Convention Management),,31.581,25,3
TUK,1112474,Bachelor of Technology (Applied Biology),,31.646,28.354,18
TUK,1112475,Bachelor of Technology (Applied Statistics),,38.535,38.23,7
TUK,1112476,Bachelor of Technology (Communication and Computer Networks),,38.234,39.262,9
TUK,1112503,Bachelor of Engineering (Aeronautical Engineering),,44.049,44.276,9
TUK,1112527,Bachelor of Technology (Electrical and Electronic Engineering Technology),,37.23,28.17,9
TUK,1112532,Bachelor of Technology (Civil Engineering Technology),,38.275,39.836,9
TUK,1112535,Bachelor of Technology (Mechanical Engineering Technology),,36.423,38.083,9
TUK,1112553,Bachelor of Applied Science (Geo-informatics),,34.557,29.286,20
TUK,1112599,Bachelor of Engineering (Chemical Engineering),,40.144,43.102,9
TUK,1112617,Bachelor of Engineering (Electrical and Electronic Engineering),,41.486,44.474,9
TUK,1112665,Bachelor of Science (Urban Design and Development),,40.457,38.662,14
TUK,1112676,Bachelor of The Built Environment (Construction Management),,38.108,34.736,10
TUK,1112699,Bachelor of Technology (Chemical Engineering),,37.469,37.113,9
TUK,1112808,Bachelor of Technology (Computer Technology),,35.587,37.853,9
TUK,1112819,Bachelor of Technology (Geospatial Engineering Technology),,38.627,39.088,9
TUK,1112821,Bachelor of Science (Hospitality Management),,33.768,32.14,2
TUK,1112876,Bachelor of Technology (Building Construction),,40.597,40.475,10
TUM,1063102,Bachelor of Architectural Studies/bachelor of Architecture,,40.958,,10
TUM,1063116,Bachelor of Science in Civil Engineering,,39.57,43.046,9
TUM,1063117,Bachelor of Science in Electrical & Electronic Engineering,,40.513,42.94,9
TUM,1063118,Bachelor of Science in Mechanical Engineering,,39.097,42.023,9
TUM,1063124,Bachelor of Science in Food Technology & Quality Assurance,,32.674,29.159,20
TUM,1063133,Bachelor of Commerce,,38.624,38.582,7
TUM,1063153,Bachelor in Business Administration,,34.841,29.864,7
TUM,1063154,Bachelor of Business and Office Management,,34.218,34.156,7
TUM,1063157,Bachelor of Science in Tourism Management,,29.601,32.642,2
TUM,1063158,Bachelor of Technology in Information & Communication Technology,,26.545,34.608,9
TUM,1063177,Bachelor of Broadcast Journalism,,31.102,,3
TUM,1063181,Bachelor of Journalism & Mass Communication,,36.16,36.291,3
TUM,1063194,Bachelor of Science in Medical Laboratory Sciences,,40.456,41.731,18
TUM,1063225,Bachelor of Technology in Hotel & Hospitality Management,,33.482,30.724,2
TUM,1063232,Bachelor of Science in Information Technology,,33.707,36.726,9
TUM,1063241,Bachelor of Technology in Information Technology,,28.474,,9
TUM,1063244,Bachelor of Business Information Technology,,33.706,36.504,11
TUM,1063280,Bachelor of Technology in Industrial Microbiology & Biotechnology,,37.07,35.907,18
TUM,1063303,Bachelor of Science in Development Studies,,23,25,3
TUM,1063309,Bachelor of Science in Mathematics & Computer Science,,36.081,38.372,11
TUM,1063423,Bachelor of Science in Community Health,,33.616,33.788,20
TUM,1063426,Bachelor of Technology in Applied Chemistry (Analytical & Industrial Options),,28.505,34.024,9
TUM,1063439,Bachelor of Science in Molecular Biology and Forensic Technology,,31.181,,18
TUM,1063498,Bachelor of Technology in Applied Physics (Electronics & Instrumentation),,26.613,25,9
TUM,1063526,Bachelor of Technology in Renewable Energy & Environmental Physics,,23,31.843,9
TUM,1063527,Bachelor of Technology in Electrical and Electronic Engineering,,34.619,,9
TUM,1063530,Bachelor of Science in Environmental Health Sciences (Public Health),,31.464,,18
TUM,1063531,Bachelor of Science in Fisheries and Oceanoggraphy,,23,,20
TUM,1063532,Bachelor of Technology (Civil Engineering Technology),,29.437,,9
TUM,1063534,Bachelor of Technology in Medical Engineering,,32.096,,9
TUM,1063535,Bachelor of Technology (Mechanical Engineering Technology),,30.865,,9
TUM,1063537,Bachelor of Technology in Marine Engineering,,29.295,,9
TUM,1063548,Bachelor of Science in Maritime Management (Commercial),,23,25,20
TUM,1063555,Diploma in Sales and Marketing,,,,7
TUM,1063565,Bachelor of Science in Marine Resource Management,,23,26.907,20
TUM,1063584,Bachelor of Science in Mathematics and Finance,,34.145,,7
TUM,1063601,Diploma in Accountancy,,,,7
TUM,1063687,Diploma in Catering & Accommodation Management,,,,2
TUM,1063696,Bachelor of Science (Medical Engineering),,39.226,40.469,9
TUM,1063701,Diploma in Automotive Engineering,,,,9
TUM,1063702,Diploma in Architecture,,,,10
TUM,1063703,Diploma in Quantity Surveying,,,,10
TUM,1063705,Diploma in Building and Civil Engineering,,,,9
TUM,1063708,Diploma in Mechanical Engineering (Plant Option),,,,9
TUM,1063713,Diploma in Environmental Science,,,,20
TUM,1063714,Diploma in Analytical Chemistry,,,,9
TUM,1063751,Diploma in Business Management,,,,7
TUM,1063753,Diploma in Business Administration,,,,7
TUM,1063757,Diploma in Tourism Management,,,,2
TUM,1063758,Diploma in Information Communication Technology,,,,9
TUM,1063788,Diploma in Enviromental Health Sciences,,,,18
TUM,1063789,Diploma in Human Resource Management,,,,3
TUM,1063793,Diploma in Pharmaceutical Technology,,,,18
TUM,1063794,Diploma in Medical Laboratory Science,,,,18
TUM,1063795,Diploma in Medical Engineering,,,,9
TUM,1063799,Diploma in Chemical Engineering,,,,9
TUM,1063808,Diploma in Mechanical Engineering (Production Option),,,,9
TUM,1063838,Diploma in Marine Engineering,,,,9
TUM,1063849,Diploma in Nautical Sciences,,,,9
TUM,1063850,Diploma in Public Relations,,,,3
TUM,1063851,Diploma in Technology Medical Engineering,,,,9
TUM,1063852,Diploma in Front Office Operations and Customer Care,,,,3
TUM,1063853,Diploma in Shipping,,,,3
TUM,1063854,Diploma in Secretarial Studies and Office Management,,,,3
TUM,1063855,Diploma in Hotel and Institutional Management,,,,3
TUM,1063856,Bachelor of Science in Statistics & Computer Science,,32.181,36.526,11
TUM,1063857,Diploma in Archives and Records Management,,,,3
TUM,1063859,Diploma in Community Development and Counselling,,,,3
TUM,1063861,Diploma in Community Health & Hiv Management,,,,18
TUM,1063862,Diploma in Industrial Microbiology & Biotechnology,,,,18
TUM,1063863,Diploma in Food Technology & Quality Assurance,,,,20
TUM,1063864,Diploma in Nutrition & Dietetics,,,,20
TUM,1063865,Diploma in Technology in (Electronics & Automation Engineering),,,,9
TUM,1063866,Diploma in Technology in Electronic Engineering,,,,9
TUM,1063867,Diploma in Technology in Electrical Power Engineering,,,,9
TUM,1063868,Diploma in Technology (Instrumentation & Control),,,,9
TUM,1063869,Diploma in Technology (Telecommunication & Information Engineering),,,,9
TUM,1063873,Diploma in County Governance and Ethics,,,,3
TUM,1063874,Diploma in Logistics and Transport Management,,,,3
TUM,1063875,Diploma in Procurement and Materials Management,,,,3
TUM,1063877,Diploma in Library and Information Science,,,,3
TUM,1063878,Diploma in Graphic Design,,,,3
TUM,1063879,Diploma in Mass Communication,,,,3
TUM,1063895,Diploma in Science Laboratory Technology,,,,18
TUM,1063938,Diploma in Refrigeration & Air Conditioning,,,,9
DeKUT,1173107,Bachelor of Science in Actuarial Science,,41.071,41.885,7
DeKUT,1173108,Bachelor of Science in Industrial Chemistry,,38.764,38.484,9
DeKUT,1173115,Bachelor of Science in Computer Science,,40.976,40.757,11
DeKUT,1173116,Bachelor of Science in Civil Engineering,,43.139,43.044,9
DeKUT,1173117,Bachelor of Science in Electrical and Electronic Engineering,,40.605,43.344,9
DeKUT,1173118,Bachelor of Science in Mechanical Engineering,,42.03,41.834,9
DeKUT,1173124,Bachelor of Science in Food Science and Technology,,36.094,35.732,20
DeKUT,1173132,Bachelor of Science in Nursing Science,,42.683,43.487,18
DeKUT,1173133,Bachelor of Commerce (B.Com),,37.728,38.785,7
DeKUT,1173153,Bachelor of Business Administration,,31.998,35.929,7
DeKUT,1173221,Bachelor of Sustainable Tourism and Hospitality Management,,32.514,33.312,2
DeKUT,1173232,Bachelor of Science in Information Technology,,37.197,37.432,9
DeKUT,1173240,Bachelor of Science in Mechatronic Engineering,,41.744,40.992,9
DeKUT,1173244,Bachelor of Business Information Technology,,34.615,,11
DeKUT,1173247,Bachelor of Purchasing & Supplies Management,,37.112,36.974,7
DeKUT,1173318,Bachelor of Education in Technology (Mechanical Engineering),,23,,13
DeKUT,1173319,Bachelor of Education in Technology (Electrical & Electronic Engineering),,30.37,,13
DeKUT,1173320,Bachelor of Education in Technology (Civil Engineering),,29.945,,13
DeKUT,1173460,Bachelor of Science in Leather Technology,,23,25,20
DeKUT,1173619,Bachelor of Science in Geomatics and Geospatial Information Systems,,40.398,40.673,9
DeKUT,1173719,Bachelor of Science in Geospatial Information Science and Remote Sensing,,38.975,37.942,9
PU,1117108,Bachelor of Science (Industrial Chemistry),,36.44,34.901,9
PU,1117109,Bachelor of Science (Mathematics),,31.409,,11
PU,1117111,Bachelor of Science (Biology),,29.432,,18
PU,1117112,Bachelor of Science (Biochemistry),,35.164,38.651,18
PU,1117115,Bachelor of Science (Computer Science),,39.617,39.026,11
PU,1117122,Bachelor of Science in Agriculture,,25.522,25,20
PU,1117132,Bachelor of Science (Nursing),,43.419,42.974,18
PU,1117133,Bachelor of Commerce,,38.066,39.411,7
PU,1117135,Bachelor of Education (Arts),,33.745,28.173,3
PU,1117137,Bachelor of Education (Science),,34.541,26.716,13
PU,1117156,Bachelor of Education (Special Needs Education),,33.83,31.952,5
PU,1117157,Bachelor of Science (Tourism Management),,32.256,27.893,2
PU,1117166,Bachelor of Arts (French),,23,25,22
PU,1117169,Bachelor of Arts (German),,23,,23
PU,1117171,Bachelor of Arts in Community Development,,23,,3
PU,1117180,Bachelor of Education (Early Childhood Education),,23,25,3
PU,1117185,Bachelor of Science (Horticultural Science & Management),,23,25,20
PU,1117187,Bachelor of Science (Agribusiness Management & Trade),,34.41,34.123,12
PU,1117188,Bachelor of Science in Environmental Health,,35.225,33.841,18
PU,1117213,Bachelor of Environmental Science,,33.541,33.292,20
PU,1117215,Bachelor of Science in Agricultural Resource Management,,29.815,28.526,12
PU,1117224,Bachelor of Science in Hospitality Management,,30.604,,2
PU,1117228,Bachelor of Environmental Studies (Community Development),,23,25,21
PU,1117237,Bachelor of Arts (Psychology),,23,25,3
PU,1117279,Bachelor of Science (Microbiology),,37.036,34.543,18
PU,1117291,Bachelor of Science (Animal Production & Health Management),,31.374,28.242,20
PU,1117292,Bachelor of Science (Geography),,27.202,25,21
PU,1117312,Bachelor of Environmental Planning & Management,,23,25,21
PU,1117324,Bachelor of Arts (Kiswahili),,33.131,32.036,6
PU,1117365,Bachelor of Science (Physics),,23,,9
PU,1117402,Bachelor of Science (Dryland Agriculture),,23,25,20
PU,1117403,Bachelor of Science (Agriculture and Enterprise Development),,23,25,20
PU,1117417,Bachelor of Science (Agriculture Education and Extension),,34.823,33.219,20
PU,1117445,Bachelor of Arts (Religious Studies),,23,25,3
PU,1117464,Bachelor of Science (Zoology),,23,,18
PU,1117513,Bachelor of Science (Chemistry),,31.851,,9
PU,1117523,Bachelor of Arts (History and Archaeology),,23,25,19
PU,1117524,Bachelor of Arts (Literature),,29.73,25,3
PU,1117565,Bachelor of Science (Marine Biology & Fisheries),,27.785,25,20
PU,1117583,Bachelor of Arts (English & Communication),,33.101,30.089,3
PU,1117585,Bachelor of Arts (Philosophy),,23,25,3
PU,1117622,Bachelor of Arts in History & International Studies,,23,,19
PU,1117646,Bachelor of Arts (Economics),,37.199,32.876,7
PU,1117806,Bachelor of Arts (Sociology),,23,25,3
CU,1105101,Bachelor of Arts,,30.991,28.745,3
CU,1105112,Bachelor of Science (Biochemistry),,34.182,38.681,18
CU,1105115,Bachelor of Science (Computer Science),,33.084,39.622,11
CU,1105120,Bachelor of Science,,27.558,28.787,13
CU,1105122,Bachelor of Science (Agriculture),,26.683,25.442,20
CU,1105124,Bachelor of Science (Food Science & Technology),,34.398,33.1,20
CU,1105132,Bachelor of Science (Nursing),,43.297,43.214,18
CU,1105133,Bachelor of Commerce,,37.312,30.344,7
CU,1105135,Bachelor of Education (Arts),,34.697,28.246,3
CU,1105136,Bachelor of Arts (Criminology & Security Studies),,35.489,35.214,3
CU,1105137,Bachelor of Education (Science),,35.321,28.995,13
CU,1105142,Bachelor of Science (Wildlife Enterprise Management),,23,25,20
CU,1105185,Bachelor of Science (Horticulture),,23,28.777,20
CU,1105194,Bachelor of Science (Biomedical Science and Technology),,39.695,39.076,18
CU,1105198,Bachelor of Arts (Economics & Sociology),,32.169,33.957,7
CU,1105200,Bachelor of Science (Economics & Statistics),,38.315,30.402,7
CU,1105213,Bachelor of Science (Environmental Science),,31.855,31.308,20
CU,1105216,Bachelor of Science (Agricultural Economics),,32.448,32.261,12
CU,1105222,Bachelor of Tourism & Hotel Management,,32.131,31.337,2
CU,1105223,Bachelor of Science (Ecotourism & Hospitality Management),,29.979,32.138,2
CU,1105233,Bachelor of Library and Information Studies,,30.19,29.655,2
CU,1105238,Bachelor of Psychology,,23,25,3
CU,1105239,Bachelor of Science (Community Development),,23,25,20
CU,1105247,Bachelor of Purchasing & Supplies Management,,36.401,30.584,7
CU,1105257,Bachelor of Agribusiness Management,,32.956,34.959,12
CU,1105293,Bachelor of Science (Animal Science),,31.147,29.376,20
CU,1105299,Bachelor of Entreprenuership & Small Business Management,,30.438,30.65,3
CU,1105348,Bachelor of Science (Natural Resources Management),,23,26.603,20
CU,1105385,Bachelor of Arts (Communication & Media),,32.21,34.004,3
CU,1105387,Bachelor of Catering & Hotel Management,,29.596,29.728,2
CU,1105388,Bachelor of Science (Applied Computer Science),,32.519,31.897,11
CU,1105416,Bachelor of Science (Agricultural Education and Extension),,34.448,33.902,20
CU,1105510,Bachelor of Co-operative Management,,33.463,32.873,7
CU,1105780,Bachelor of Education (Early Childhood Development Education),,23,25,3
KSU,1087101,Bachelor of Arts,,31.918,31.289,3
KSU,1087107,Bachelor of Actuarial Science,,39.817,31.452,7
KSU,1087108,Bachelor of Science (Industrial Chemistry),,34.653,38.937,9
KSU,1087111,Bachelor of Science in Biology (Botany or Zoology Option),,28.656,28.848,18
KSU,1087112,Bachelor of Science (Biochemistry),,34.98,38.868,18
KSU,1087114,Bachelor of Science (Analytical Chemistry),,30.877,38.365,9
KSU,1087115,Bachelor of Science in Computer Science,,33.336,38.727,11
KSU,1087120,Bachelor of Science,,29.036,28.351,13
KSU,1087122,Bachelor of Science in Agriculture,,26.501,28.165,20
KSU,1087133,Bachelor of Commerce,,37.141,33.529,7
KSU,1087134,Bachelor of Laws (LL.B.),,41.125,42.484,1
KSU,1087135,Bachelor of Education (Arts),,33.157,35.64,3
KSU,1087136,Bachelor of Arts (Criminology and Security Studies),,36.511,36.035,3
KSU,1087137,Bachelor of Education (Science),,30.744,37.556,13
KSU,1087151,Bachelor of Business and Management,,34.421,32.701,7
KSU,1087152,Bachelor of Secretarial Management and Administration,,23,,7
KSU,1087159,Bachelor of Arts (Public Administration),,33.741,34.289,3
KSU,1087164,Bachelor of Science (Applied Statistics),,32.052,38.764,7
KSU,1087171,Bachelor of Arts (Community Development),,23,30.613,3
KSU,1087189,Bachelor of Human Resource Management,,35.718,34.3,3
KSU,1087190,Bachelor of Science in Food Nutrition and Dietetics,,32.096,36.146,20
KSU,1087194,Bachelor of Science in Medical Laboratory Sciences,,40.698,38.334,18
KSU,1087195,Bachelor of Science in Biomedical Sciences & Technology,,38.04,40.224,18
KSU,1087198,Bachelor of Arts (Economics and Sociology),,30.194,25,7
KSU,1087199,Bachelor of Economics and Statistics,,37.56,40.46,7
KSU,1087213,Bachelor of Science in Environmental Science,,32.008,31.975,20
KSU,1087216,Bachelor of Science in Agricultural Economics,,32.381,32.232,12
KSU,1087223,Bachelor of Eco-tourism and Hospitality Management,,31.868,32.976,2
KSU,1087226,Bachelor of Science (Biotechnology),,28.172,37.743,18
KSU,1087233,Bachelor of Library and Information Studies,,23,25,2
KSU,1087234,Bachelor of Travel and Tours Operations Management,,31.285,,2
KSU,1087236,Bachelor of Information Technology,,34.512,33.911,9
KSU,1087247,Bachelor of Purchasing and Supplies Management,,34.841,36.529,7
KSU,1087279,Bachelor of Science (Microbiology),,34.711,36.033,18
KSU,1087292,Bachelor of Arts (Geography),,28.529,32.859,21
KSU,1087293,Bachelor of Science in Animal Science & Technology,,30.368,29.157,20
KSU,1087299,Bachelor of Entrepreneurship and Small Business,,31.667,33.373,3
KSU,1087302,Bachelor of Arts (Gender and Development Studies),,23,25,3
KSU,1087309,Bachelor of Science (Mathematics and Computing),,34.68,37.099,11
KSU,1087324,Bachelor of Arts in Kiswahili,,32.703,33.593,6
KSU,1087337,Bachelor of Arts in Counseling Psychology,,23,25,3
KSU,1087347,Bachelor of Science (Applied Aquatic Science),,23,25,20
KSU,1087348,Bachelor of Science in Natural Resource Management,,28.448,29.115,20
KSU,1087385,Bachelor of Arts (Communication and Media),,30.369,33.848,3
KSU,1087387,Bachelor of Catering and Hotel Management,,27.016,31.708,2
KSU,1087388,Bachelor of Science in Applied Computer Science,,31.88,31.479,11
KSU,1087417,Bachelor of Science in Agricultural Education & Extension,,34.809,34.346,20
KSU,1087423,Bachelor of Science in Community Health and Development,,35.212,34.408,20
KSU,1087429,Bachelor of Science (Biometry and Informatics),,31.433,31.655,11
KSU,1087438,Bachelor of Science (Cellular and Molecular Biology),,36.894,35.827,18
KSU,1087445,Bachelor of Arts (Religious Studies),,23,25,3
KSU,1087510,Bachelor of Co-operative Management,,31.591,33.258,7
KSU,1087513,"Bachelor of Science Chemistry (Inorganic, Physical and Organic Options)",,29.762,29.956,9
KSU,1087518,Bachelor of Science in Fisheries and Aquaculture,,23,25,20
KSU,1087520,Bachelor of Arts (Linguistic),,23,25,3
KSU,1087521,Bachelor of Arts (Applied Linguistics),,23,25,3
KSU,1087522,Bachelor of Arts (History),,33.076,31.619,19
KSU,1087524,Bachelor of Arts (Literature),,31.302,31.696,3
KSU,1087525,Bachelor of Science (Renewable Energy),,23,30.045,9
KSU,1087542,Bachelor of Science in Software Engineering,,35.064,39.512,11
KSU,1087574,Bachelor of Science (Environmental Chemistry),,29.428,28.366,18
KSU,1087575,Bachelor of Science (Natural Products),,23,25,20
KSU,1087576,Bachelor of Science (Petroleum Chemistry),,33.964,31.1,9
KSU,1087577,Bachelor of Arts (Translation and Interpretation),,23,25,3
KSU,1087579,Bachelor of Science (Geophysical and Mineralogy),,29.574,31.876,9
KSU,1087580,Bachelor of Science (Waste Management),,23,25,20
KSU,1087581,Bachelor of Arts (Peace Education,,23,25,3
KSU,1087611,Bachelor of Science (Conservation Biology),,28.967,28.911,18
KSU,1087615,Bachelor of Science (Agricultural Economics and Rural Development),,30.244,28.573,12
KSU,1087651,Bachelor of Business Information and Management,,31.444,34.489,7
KSU,1087687,Bachelor of Science in Agribusiness Mangement,,32.38,34.492,12
KSU,1087694,Bachelor of Science (Laboratory Sciences),,31.47,41.017,18
KSU,1087706,Bachelor of Arts (Sociology and Social Work),,23,25,3
KSU,1087709,"Bachelor of Science in Mathematics (Pure Mathematics, Applied Mathematics and Statistics)",,34.635,35.749,11
KSU,1087732,Bachelor of Science in Public Health,,40.155,39.544,18
KSU,1087811,Bachelor of Science (Forensic Biology),,32.582,33.659,18
